Per,Nat,Pokemon,HP,Atk,Def,SpA,SpD,Spe,Total,Type I,Type II,Tier,Ability I,Ability II,Hidden Ability,Mass,LK/GK,EV Worth,EXPV,Color,Hatch,Gender,Egg Group I,Egg Group II,Catch,EXP,Evolve,Per.1,Nat.1,Joh,Hoe,Sin,Un,Pokemon.1,generation
579.0,579.0,Reuniclus,110,65,75,125,85,30,490,Psychic,,OU,Overcoat,Magic Guard,Regenerator,20.1 kG,40,3 SpA,221,Green,,Neutral,Amorphous,,50,1059860,Lv. 41,579.0,579.0,,,,85.0,Reuniclus,5
580.0,580.0,Ducklett,62,44,50,44,50,55,305,Water,Flying,NU,Keen Eye,Big Pecks,Hydration,5.5 kG,20,1 HP,61,Blue,5120,Neutral,Water 1,Flying,190,1000000,,580.0,580.0,,,,86.0,Ducklett,5
581.0,581.0,Swanna,75,87,63,87,63,98,473,Water,Flying,NU,Keen Eye,Big Pecks,Hydration,24.2 kG,40,2 Spe,166,White,,Neutral,Water 1,Flying,45,1000000,Lv. 35,581.0,581.0,,,,87.0,Swanna,5
582.0,582.0,Vanillite,36,50,50,65,60,44,305,Ice,,NU,Ice Body,,Weak Armor,5.7 kG,20,1 SpA,61,White,5120,Neutral,Mineral,,255,1000000,,582.0,582.0,,,,88.0,Vanillite,5
583.0,583.0,Vanillish,51,65,65,80,75,59,395,Ice,,NU,Ice Body,,Weak Armor,41.0 kG,60,2 SpA,138,White,,Neutral,Mineral,,120,1000000,Lv. 35,583.0,583.0,,,,89.0,Vanillish,5
584.0,584.0,Vanilluxe,71,95,85,110,95,79,535,Ice,,NU,Ice Body,,Weak Armor,57.5 kG,80,3 SpA,241,White,,Neutral,Mineral,,45,1000000,Lv. 47,584.0,584.0,,,,90.0,Vanilluxe,5
585.0,585.0,Deerling,60,60,50,40,50,75,335,Normal,Grass,NU,Chlorophyll,Sap Sipper,Serene Grace,19.5 kG,40,1 Spe,67,Yellow,5120,Neutral,Field,,190,1000000,,585.0,585.0,,,,91.0,Deerling,5
586.0,586.0,Sawsbuck,80,100,70,60,70,95,475,Normal,Grass,UU,Chlorophyll,Sap Sipper,Serene Grace,92.5 kG,80,2 Atk,166,Brown,,Neutral,Field,,75,1000000,Lv. 34,586.0,586.0,,,,92.0,Sawsbuck,5
587.0,587.0,Emolga,55,75,60,75,60,103,428,Electric,Flying,NU,Static,,Motor Drive,5.0 kG,20,2 Spe,150,White,5120,Neutral,Field,,200,1000000,,587.0,587.0,,,,93.0,Emolga,5
588.0,588.0,Karrablast,50,75,45,40,45,60,315,Bug,,NU,Swarm,Shed Skin,No Guard,5.9 kG,20,1 Atk,63,Blue,3840,Neutral,Bug,,200,1000000,,588.0,588.0,,,,94.0,Karrablast,5
589.0,589.0,Escavalier,70,135,105,60,105,20,495,Bug,Steel,UU,Swarm,Shell Armor,Overcoat,33.0 kG,60,2 Atk,173,Gray,,Neutral,Bug,,75,1000000,Trade w/ Shelmet,589.0,589.0,,,,95.0,Escavalier,5
590.0,590.0,Foongus,69,55,45,55,55,15,294,Grass,Poison,NU,Effect Spore,,Regenerator,1.0 kG,20,1 HP,59,White,5120,Neutral,Grass,,190,1000000,,590.0,590.0,,,,96.0,Foongus,5
591.0,591.0,Amoonguss,114,85,70,85,80,30,464,Grass,Poison,RU,Effect Spore,,Regenerator,10.5 kG,40,2 HP,162,White,,Neutral,Grass,,75,1000000,Lv. 39,591.0,591.0,,,,97.0,Amoonguss,5
592.0,592.0,Frillish,55,40,50,65,85,40,335,Water,Ghost,NU,Water Absorb,Cursed Body,,33.0 kG,60,1 SpD,67,White,5120,Neutral,Amorphous,,190,1000000,,592.0,592.0,,,,98.0,Frillish,5
593.0,593.0,Jellicent,100,60,70,85,105,60,480,Water,Ghost,OU,Water Absorb,Cursed Body,Damp,135.0 kG,100,2 SpD,168,White,,Neutral,Amorphous,,60,1000000,Lv. 40,593.0,593.0,,,,99.0,Jellicent,5
594.0,594.0,Alomomola,165,75,80,40,45,65,470,Water,,NU,Healer,Hydration,Regenerator,31.6 kG,60,2 HP,165,Pink,10240,Neutral,Water 1,Water 2,75,800000,N,594.0,594.0,,,,100.0,Alomomola,5
595.0,595.0,Joltik,50,47,50,57,50,65,319,Bug,Electric,NU,Compoundeyes,Unnerve,Swarm,0.6 kG,20,1 Spe,64,Yellow,5120,Neutral,Bug,,190,1000000,,595.0,595.0,,,,101.0,Joltik,5
596.0,596.0,Galvantula,70,77,60,97,60,108,472,Bug,Electric,RU,Compoundeyes,Unnerve,Swarm,14.3 kG,40,2 Spe,165,Yellow,5120,Neutral,Bug,,75,1000000,Lv. 36,596.0,596.0,,,,102.0,Galvantula,5
597.0,597.0,Ferroseed,44,50,91,24,86,10,305,Grass,Steel,RU,Iron Barbs,,,18.8 kG,40,1 Def,61,Gray,5120,Neutral,Grass,Mineral,255,1000000,,597.0,597.0,,,,103.0,Ferroseed,5
598.0,598.0,Ferrothorn,74,94,131,54,116,20,489,Grass,Steel,OU,Iron Barbs,,,110.0 kG,100,2 Def,171,Gray,,Neutral,Grass,Mineral,90,1000000,Lv. 40,598.0,598.0,,,,104.0,Ferrothorn,5
599.0,599.0,Klink,40,55,70,45,60,30,300,Steel,,NU,Plus,Minus,Clear Body,21.0 kG,40,1 Def,60,Gray,5120,,Mineral,,130,1059860,,599.0,599.0,,,,105.0,Klink,5
600.0,600.0,Klang,60,80,95,70,85,50,440,Steel,,NU,Plus,Minus,Clear Body,51.0 kG,80,2 Def,154,Gray,,,Mineral,,60,1059860,Lv. 38,600.0,600.0,,,,106.0,Klang,5
601.0,601.0,Klinklang,60,100,115,70,85,90,520,Steel,,NU,Plus,Minus,Clear Body,81.0 kG,80,3 Def,234,Gray,,,Mineral,,30,1059860,Lv. 49,601.0,601.0,,,,107.0,Klinklang,5
602.0,602.0,Tynamo,35,55,40,45,40,60,275,Electric,,NU,Levitate,,,0.3 kG,20,1 Spe,55,White,5120,Neutral,Amorphous,,190,1250000,,602.0,602.0,,,,108.0,Tynamo,5
603.0,603.0,Eelektrik,65,85,70,75,70,40,405,Electric,,NU,Levitate,,,22.0 kG,40,2 Atk,142,Blue,,Neutral,Amorphous,,60,1250000,Lv. 39,603.0,603.0,,,,109.0,Eelektrik,5
604.0,604.0,Eelektross,85,115,80,105,80,50,515,Electric,,NU,Levitate,,,80.5 kG,80,3 Atk,232,Blue,,Neutral,Amorphous,,30,1250000,Thunderstone,604.0,604.0,,,,110.0,Eelektross,5
605.0,605.0,Elgyem,55,55,55,85,55,30,335,Psychic,,NU,Telepathy,Synchronize,Analytic,9.0 kG,20,1 SpA,67,Blue,5120,Neutral,Human-Like,,255,1000000,,605.0,605.0,,,,111.0,Elgyem,5
606.0,606.0,Beheeyem,75,75,75,125,95,40,485,Psychic,,NU,Telepathy,Synchronize,Analytic,34.5 kG,60,2 SpA,170,Brown,,Neutral,Human-Like,,90,1000000,Lv. 42,606.0,606.0,,,,112.0,Beheeyem,5
607.0,607.0,Litwick,50,30,55,65,55,20,275,Ghost,Fire,NU,Flash Fire,Flame Body,Shadow Tag,3.1 kG,20,1 SpA,55,White,5120,Neutral,Amorphous,,190,1059860,,607.0,607.0,,,,113.0,Litwick,5
608.0,608.0,Lampent,60,40,60,95,60,55,370,Ghost,Fire,NU,Flash Fire,Flame Body,Shadow Tag,13.0 kG,40,2 SpA,130,Black,,Neutral,Amorphous,,90,1059860,Lv. 41,608.0,608.0,,,,114.0,Lampent,5
609.0,609.0,Chandelure,60,55,90,145,90,80,520,Ghost,Fire,OU,Flash Fire,Flame Body,Shadow Tag,34.3 kG,60,3 SpA,234,Black,,Neutral,Amorphous,,45,1059860,Dusk Stone,609.0,609.0,,,,115.0,Chandelure,5
610.0,610.0,Axew,46,87,60,30,40,57,320,Dragon,,NU,Rivalry,Mold Breaker,Unnerve,18.0 kG,40,1 Atk,64,Green,10240,Neutral,Monster,Dragon,75,1250000,,610.0,610.0,,,,116.0,Axew,5
611.0,611.0,Fraxure,66,117,70,40,50,67,410,Dragon,,NU,Rivalry,Mold Breaker,Unnerve,36.0 kG,60,2 Atk,144,Green,,Neutral,Monster,Dragon,60,1250000,Lv. 38,611.0,611.0,,,,117.0,Fraxure,5
612.0,612.0,Haxorus,76,147,90,60,70,97,540,Dragon,,OU,Rivalry,Mold Breaker,Unnerve,105.5 kG,100,3 Atk,243,Yellow,,Neutral,Monster,Dragon,45,1250000,Lv. 48,612.0,612.0,,,,118.0,Haxorus,5
613.0,613.0,Cubchoo,55,70,40,60,40,40,305,Ice,,NU,Snow Cloak,,Rattled,8.5 kG,20,1 Atk,61,White,5120,Neutral,Field,,120,1000000,,613.0,613.0,,,,119.0,Cubchoo,5
614.0,614.0,Beartic,95,110,80,70,80,50,485,Ice,,NU,Snow Cloak,,Swift Swim,260.0 kG,120,2 Atk,170,White,,Neutral,Field,,60,1000000,Lv. 37,614.0,614.0,,,,120.0,Beartic,5
615.0,615.0,Cryogonal,70,50,30,95,135,105,485,Ice,,NU,Levitate,,,148.0 kG,100,2 SpD,170,Blue,6400,,Mineral,,25,1000000,N,615.0,615.0,,,,121.0,Cryogonal,5
616.0,616.0,Shelmet,50,40,85,40,65,25,305,Bug,,NU,Hydration,Shell Armor,Overcoat,7.7 kG,20,1 Def,61,Red,3840,Neutral,Bug,,200,1000000,,616.0,616.0,,,,122.0,Shelmet,5
617.0,617.0,Accelgor,80,70,40,100,60,145,495,Bug,,NU,Hydration,Sticky Hold,Unburden,25.3 kG,60,2 Spe,173,Red,,Neutral,Bug,,75,1000000,Trade w/ Karrablast,617.0,617.0,,,,123.0,Accelgor,5
618.0,618.0,Stunfisk,109,66,84,81,99,32,471,Ground,Electric,NU,Static,Limber,Sand Veil,11.0 kG,40,2 HP,165,Brown,5120,Neutral,Water 1,Amorphous,75,1000000,N,618.0,618.0,,,,124.0,Stunfisk,5
619.0,619.0,Mienfoo,45,85,50,55,50,65,350,Fighting,,NU,Inner Focus,Regenerator,Reckless,20.0 kG,40,1 Atk,70,Yellow,6400,Neutral,Field,Human-Like,180,1059860,,619.0,619.0,,,,125.0,Mienfoo,5
620.0,620.0,Mienshao,65,125,60,95,60,105,510,Fighting,,OU,Inner Focus,Regenerator,Reckless,35.5 kG,60,2 Atk,179,Purple,,Neutral,Field,Human-Like,45,1059860,Lv. 50,620.0,620.0,,,,126.0,Mienshao,5
621.0,621.0,Druddigon,77,120,90,60,90,48,485,Dragon,,NU,Rough Skin,Sheer Force,Mold Breaker,139.0 kG,100,2 Atk,170,Red,7680,Neutral,Dragon,Monster,45,1000000,N,621.0,621.0,,,,127.0,Druddigon,5
622.0,622.0,Golett,59,74,50,35,50,35,303,Ground,Ghost,NU,Iron Fist,Klutz,No Guard,92.0 kG,80,1 Atk,61,Green,6400,,Mineral,,190,1000000,,622.0,622.0,,,,128.0,Golett,5
623.0,623.0,Golurk,89,124,80,55,80,55,483,Ground,Ghost,NU,Iron Fist,Klutz,No Guard,330.0 kG,120,2 Atk,169,Green,,,Mineral,,90,1000000,Lv. 43,623.0,623.0,,,,129.0,Golurk,5
624.0,624.0,Pawniard,45,85,70,40,40,60,340,Dark,Steel,NU,Defiant,Inner Focus,Pressure,10.2 kG,40,1 Atk,68,Red,5120,Neutral,Human-Like,,120,1000000,,624.0,624.0,,,,130.0,Pawniard,5
625.0,625.0,Bisharp,65,125,100,60,70,70,490,Dark,Steel,UU,Defiant,Inner Focus,Pressure,70.0 kG,80,2 Atk,172,Red,,Neutral,Human-Like,,45,1000000,Lv. 52,625.0,625.0,,,,131.0,Bisharp,5
626.0,626.0,Bouffalant,95,110,95,40,95,55,490,Normal,,NU,Reckless,Sap Sipper,Soundproof,94.6 kG,80,2 Atk,172,Brown,5120,Neutral,Field,,45,1000000,N,626.0,626.0,,,,132.0,Bouffalant,5
627.0,627.0,Rufflet,70,83,50,37,50,60,350,Normal,Flying,NU,Keen Eye,Sheer Force,Hustle,10.5 kG,40,1 Atk,70,White,5120,M (100%),Flying,,190,1250000,,627.0,627.0,,,,133.0,Rufflet,5
628.0,628.0,Braviary,100,123,75,57,75,80,510,Normal,Flying,NU,Keen Eye,Sheer Force,Defiant,41.0 kG,60,2 Atk,179,Red,,M (100%),Flying,,60,1250000,Lv. 54,628.0,628.0,,,,134.0,Braviary,5
629.0,629.0,Vullaby,70,55,75,45,65,60,370,Dark,Flying,NU,Big Pecks,Overcoat,Weak Armor,9.0 kG,20,1 Def,74,Brown,5120,F (100%),Flying,,190,1250000,,629.0,629.0,,,,135.0,Vullaby,5
630.0,630.0,Mandibuzz,110,65,105,55,95,80,510,Dark,Flying,RU,Big Pecks,Overcoat,Weak Armor,39.5 kG,60,2 SpA,179,Brown,,F (100%),Flying,,60,1250000,Lv. 54,630.0,630.0,,,,136.0,Mandibuzz,5
631.0,631.0,Heatmor,85,97,66,105,66,65,484,Fire,,NU,Gluttony,Flash Fire,White Smoke,58.0 kG,80,2 SpA,169,Red,5120,Neutral,Field,,90,1000000,N,631.0,631.0,,,,137.0,Heatmor,5
632.0,632.0,Durant,58,109,112,48,48,109,484,Bug,Steel,RU,Swarm,Hustle,Truant,33.0 kG,60,2 Def,169,Gray,5120,Neutral,Bug,,90,1000000,N,632.0,632.0,,,,138.0,Durant,5
633.0,633.0,Deino,52,65,50,45,50,38,300,Dark,Dragon,NU,Hustle,,,17.3 kG,40,1 Atk,60,Blue,10240,Neutral,Dragon,,45,1250000,,633.0,633.0,,,,139.0,Deino,5
634.0,634.0,Zweilous,72,85,70,65,70,58,420,Dark,Dragon,NU,Hustle,,,50.0 kG,80,2 Atk,147,Blue,,Neutral,Dragon,,45,1250000,Lv. 50,634.0,634.0,,,,140.0,Zweilous,5
635.0,635.0,Hydreigon,92,105,90,125,90,98,600,Dark,Dragon,OU,Levitate,,,160.0 kG,100,3 SpA,270,Blue,,Neutral,Dragon,,45,1250000,Lv. 64,635.0,635.0,,,,141.0,Hydreigon,5
636.0,636.0,Larvesta,55,85,55,50,55,60,360,Bug,Fire,NU,Flame Body,,Swarm,28.8 kG,60,1 Atk,72,White,10240,Neutral,Bug,,45,1250000,,636.0,636.0,,,,142.0,Larvesta,5
637.0,637.0,Volcarona,85,60,65,135,105,100,550,Bug,Fire,OU,Flame Body,,Swarm,46.0 kG,60,3 SpA,248,White,,Neutral,Bug,,15,1250000,Lv. 59,637.0,637.0,,,,143.0,Volcarona,5
638.0,638.0,Cobalion,91,90,129,90,72,108,580,Steel,Fighting,UU,Justified,,,250.0 kG,120,3 Def,261,Blue,NONE,,-,,3,1250000,N,638.0,638.0,,,,144.0,Cobalion,5
639.0,639.0,Terrakion,91,129,90,72,90,108,580,Rock,Fighting,OU,Justified,,,260.0 kG,120,3 Atk,261,Gray,NONE,,-,,3,1250000,N,639.0,639.0,,,,145.0,Terrakion,5
640.0,640.0,Virizion,91,90,72,90,129,108,580,Grass,Fighting,OU,Justified,,,200.0 kG,120,3 SpD,261,Green,NONE,,-,,3,1250000,N,640.0,640.0,,,,146.0,Virizion,5
643.0,643.0,Reshiram,100,120,100,150,120,90,680,Dragon,Fire,Uber,Turboblaze,,,330.0 kG,120,3 SpA,306,White,NONE,,-,,45,1250000,N,643.0,643.0,,,,149.0,Reshiram,5
644.0,644.0,Zekrom,100,150,120,120,100,90,680,Dragon,Electric,Uber,Teravolt,,,345.0 kG,120,3 Atk,306,Black,NONE,,-,,45,1250000,N,644.0,644.0,,,,150.0,Zekrom,5
646.0,646.0,Kyurem,125,130,90,130,90,95,660,Dragon,Ice,BL,Pressure,,,325.0 kG,120,"1 HP, 1 Atk, 1 SpA",297,Gray,NONE,,-,,3,1250000,N,646.0,646.0,,,,152.0,Kyurem,5
649.0,649.0,Genesect,71,120,95,120,95,99,600,Bug,Steel,,Download,,,82.5 kG,80,"1 Atk, 1 Spe, 1 SpA",270,Purple,NONE,,-,,3,1250000,N,649.0,649.0,,,,155.0,Genesect,5
